matern32,SquaredExp,RationalQuad,Matern52,Gamma,Ensemble
-21.8913119804745,-43.1004139267264,-35.6939224683592,-25.4979005960618,-26.755710994975,-36.370504189227
-21.8913119804745,-43.1004139267264,-35.6939224683592,-25.4979005960618,-26.755710994975,-36.370504189227
-21.8913119804745,-43.1004139267264,-35.6939224683592,-25.4979005960618,-26.755710994975,-36.370504189227
-21.8913119804745,-43.1004139267264,-13,-25.4979005960618,-26.755710994975,-36.370504189227
-21.8913119804745,-43.1004139267264,-13,-25.4979005960618,-26.755710994975,-36.370504189227
-21.8913119804745,-43.1004139267264,-13,-25.4979005960618,-21.224676628516,-36.370504189227
-21.8913119804745,-21.3969385771436,-9.007350311562,-25.4979005960618,-21.224676628516,-32.5592549100845
-21.8913119804745,-21.3969385771436,-9.007350311562,-25.4979005960618,-21.224676628516,-32.5592549100845
-4.06785955593691,-21.3969385771436,-9.007350311562,-25.4979005960618,-21.224676628516,-32.5592549100845
-4.06785955593691,-21.3969385771436,-9.007350311562,-25.4979005960618,-21.224676628516,-32.5592549100845
-4.06785955593691,-21.3969385771436,-9.007350311562,-21.4865806515576,-4.29512317337005,-32.5592549100845
-4.06785955593691,-21.3969385771436,-9.007350311562,-21.4865806515576,-4.29512317337005,-32.5592549100845
-4.06785955593691,-9.50753799148337,-9.007350311562,-21.4865806515576,-4.29512317337005,-32.5592549100845
-4.06785955593691,-9.50753799148337,-9.007350311562,-21.4865806515576,-4.29512317337005,-32.5592549100845
-4.06785955593691,-9.50753799148337,-9.007350311562,-21.4865806515576,-4.29512317337005,-12.2433761190421
-4.06785955593691,-9.50753799148337,-9.007350311562,-21.4865806515576,-4.29512317337005,-12.2433761190421
-4.06785955593691,-9.50753799148337,-9.007350311562,-21.4865806515576,-4.29512317337005,-12.2433761190421
-4.06785955593691,-9.50753799148337,-9.007350311562,-21.4865806515576,-4.29512317337005,-1.8494795653003
-4.06785955593691,-9.50753799148337,-9.007350311562,-21.4865806515576,-4.29512317337005,-1.8494795653003
-4.06785955593691,-9.50753799148337,-9.007350311562,-21.4865806515576,-4.29512317337005,-1.8494795653003
-4.06785955593691,-9.50753799148337,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-9.50753799148337,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-9.50753799148337,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-9.50753799148337,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-9.50753799148337,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-9.50753799148337,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-9.50753799148337,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-5.77389678162066,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-5.77389678162066,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-5.77389678162066,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-5.77389678162066,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-5.36349099438,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-5.36349099438,-5.55165707911286,-20.1273019031115,-4.29512317337005,-1.8494795653003
-4.06785955593691,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-4.06785955593691,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-4.06785955593691,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-1.08388749056756,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-4.29512317337005,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-2.09084524424309,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-2.09084524424309,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-2.09084524424309,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-2.09084524424309,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-2.09084524424309,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-2.09084524424309,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-2.09084524424309,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-2.09084524424309,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-5.55165707911286,-1.96562290360801,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-2.52569286103337,-1.96562290360801,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-2.52569286103337,-1.96562290360801,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-2.52569286103337,-1.96562290360801,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-2.52569286103337,-1.96562290360801,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-2.52569286103337,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-2.52569286103337,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-1.93210411503463,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-1.93210411503463,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-1.93210411503463,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-1.93210411503463,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-1.93210411503463,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-1.93210411503463,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-1.72790798312627,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-0.107494082844985,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-0.107494082844985,-1.9916685222048,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-0.107494082844985,-1.6343527327391,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-0.107494082844985,-1.62359850295751,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-0.107494082844985,-1.62359850295751,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-0.107494082844985,-1.62359850295751,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-0.107494082844985,-1.62359850295751,-1.8494795653003
-0.159766357410135,-5.36349099438,-0.172725949103308,-0.107494082844985,-1.62359850295751,-1.8494795653003
