Random,Ensemble
0.757186394797,0.754432147113
0.760921351916,0.760875979077
0.757995066386,0.760240992394
0.759166108998,0.756050078659
0.754391448204,0.755992469829
0.761221831424,0.756106670023
0.757279641915,0.758914553119
0.757780839461,0.757853286565
0.756625899454,0.759689087082
0.756209707615,0.761802984077
0.760962969066,0.759341183902
0.757204698785,0.756191173169
0.762518656305,0.756236740794
0.756097310772,0.761983000351
0.755375912767,0.7566601191
0.759123812348,0.761110544209
0.761169819321,0.762606037553
0.759493941506,0.761408269568
0.758467412728,0.757844730818
0.756536554804,0.760406181271
0.760137224827,0.762265466634
0.755942699013,0.756686346102
0.761412022745,0.759267975929
0.757292663983,0.75750742427
0.757806631223,0.756308245641
0.75789124568,0.755482936406
0.755008408535,0.758227231616
0.756575331926,0.761488582712
0.7579459044,0.755534177368
0.760331368919,0.755487055576
0.756719931331,0.761120275745
0.759759334596,0.760804089158
0.759283140929,0.761078576744
0.763632836346,0.757440757712
0.759016158232,0.76259961448
0.762251428155,0.754848891439
0.7576504241,0.760568201253
0.759508407096,0.759840127579
0.758795218669,0.75719613103
0.761694812105,0.761899672853
0.758099234066,0.75604927451
0.760336628833,0.761079519927
0.761590540192,0.760957654418
0.761351504951,0.760957654418
0.75808050366,0.758409582535
0.760316509937,0.760727327378
0.759349971028,0.757330997215
0.761448918294,0.758976593583
0.757558458394,0.760359945281
0.756218187835,0.756793300005
0.759526039211,0.755176530706
0.760680179291,0.758477404069
0.757177863075,0.760514884994
0.761277569166,0.757016396828
0.755540148847,0.756710840314
0.759256029267,0.758397912295
0.757265318123,0.760084398763
0.762071424592,0.756488091678
0.75797131703,0.761667490802
0.758278374057,0.755224813932
0.755813107742,0.755332311604
0.76207654224,0.75722283242
0.760199120999,0.759934165034
0.762706051148,0.758693121111
0.761981677224,0.763268040828
0.760503555174,0.756127552199
0.756898459701,0.75832292791
0.756751411644,0.755946678594
0.757528673923,0.763288948442
0.762051094804,0.761205751127
0.759883672941,0.755364658651
0.762227051119,0.762574033587
0.75588040109,0.756812110801
0.760226668172,0.757295538782
0.757337357426,0.761839789645
0.758381835028,0.756731432435
0.759154738495,0.759769588819
0.762129580175,0.755342291799
0.758570938177,0.760587953145
0.757019355333,0.760404668719
0.75909077151,0.760102757289
0.756865539778,0.756849212299
0.758149923427,0.757043546786
0.756993251417,0.756084521807
0.758254524969,0.755142386952
0.755747296687,0.762852158341
0.76044975824,0.756622351081
0.756324869588,0.762898116704
0.759626357703,0.759965215964
0.759476609262,0.762505246504
0.75811148345,0.761745992975
0.75537221869,0.758291290989
0.75843412129,0.755902169143
0.758409153796,0.756603174985
0.758457563014,0.755967759081
0.760848838989,0.760098607612
0.761736759565,0.75636331869
0.757585483231,0.763217565864
0.7587589808,0.758070010768
0.754174666595,0.757199855491
0.757929126586,0.757947821236
0.761980822403,0.755939870859
0.75719065506,0.756211805934
0.758121536285,0.760815477628
0.76024185566,0.762682753084
0.761220116942,0.763162360374
0.757292877076,0.754607226927
0.760586266003,0.757464174403
0.756885181035,0.761676459645
0.760434359175,0.760212748076
0.756196899536,0.755630150621
0.761785175095,0.757449430933
0.754597878598,0.76101949628
0.760374737089,0.760654850797
0.757362972667,0.757379894373
0.755276503553,0.758865182846
0.759449196679,0.760542366185
0.759622234609,0.76408285664
0.759564169754,0.759174705784
0.756495055588,0.763622869809
0.756675346775,0.755686290041
0.758082655664,0.759972007844
0.758948596799,0.75605265738
0.759216815069,0.760853270747
0.762549687846,0.759356282205
0.758027217717,0.755597528421
0.757555057633,0.757747096101
0.75661060374,0.757501712056
0.755230025069,0.762876513624
0.759724263632,0.755170848245
0.7577435102,0.755799739414
0.756357232992,0.763866829251
0.757923592659,0.755204927506
0.76108530452,0.760644633172
0.757075722375,0.75576852428
0.757669797975,0.761832085433
0.761986766333,0.756722100835
0.758284025664,0.761887494874
0.759404439461,0.757479619518
0.75805646958,0.756011558237
0.75891774078,0.762877756093
0.758278901096,0.763588666155
0.757544596064,0.756942679104
0.759448452013,0.756902434019
0.763100462768,0.760823928611
0.757375272645,0.758708935873
0.762160743236,0.762434736697
0.762268925322,0.75600074633
0.760833417654,0.754557098262
0.757298898216,0.757136980003
0.755871063108,0.761971863931
0.757228917346,0.757790487357
0.7574379887,0.761799790943
0.757125332013,0.756884879431
0.760085981415,0.762789163488
0.757195861994,0.760024840441
0.759150764488,0.761419680595
0.756667605236,0.758176331035
0.761060697946,0.756545668478
0.757741230364,0.763889709698
0.756592496729,0.756956171154
0.760197226551,0.755494083428
0.759020850113,0.760895070459
0.75908254494,0.764249797351
0.760439857728,0.756543668307
0.758333269502,0.757205035534
0.757027976085,0.756700896324
0.75385006148,0.756556137873
0.756760532186,0.761982136625
0.759382893281,0.761925288683
0.760265401818,0.755711888216
0.759943869563,0.757535786984
0.755010302991,0.756315500425
0.756146407389,0.755087251949
0.758461057994,0.755807488901
0.757847522901,0.755144154015
0.757281100819,0.755545858973
0.756731527813,0.760916267693
0.75903992853,0.756409396671
0.758684004735,0.762040005659
0.75972557278,0.762191869826
0.761154346192,0.757026274315
0.759636283361,0.756994667026
0.756565634353,0.759565263583
0.75874658238,0.76246757796
0.753682820302,0.760318907091
0.758259615923,0.760602037107
0.756334038753,0.763579150404
0.76147618848,0.755397766441
0.757595132807,0.760257549078
0.758182552662,0.761059352912
0.758153672971,0.756284562273
0.757164578738,0.76233607009
0.762640993073,0.760485400599
0.758031278052,0.761980664822
0.760269927509,0.758708370127
0.755628900043,0.759895801706
0.75629224268,0.759636929832
0.759939146051,0.7628992441
0.760206047419,0.755306256528
0.76287792687,0.760049236585
0.758262973003,0.756462356338
0.758326705943,0.758109462693
0.753658202895,0.754806367019
0.759118606096,0.763435016353
0.759294121194,0.753854173566
0.757282411007,0.757593752524
0.757948848267,0.761974138022
0.754532796026,0.759191644625
0.761566043519,0.762316259457
0.75803234921,0.755938101153
0.755446501137,0.761967102698
0.760082645572,0.757076333125
0.758492738082,0.761297872046
0.752439580807,0.761438938494
0.75997139302,0.759087863492
0.757801084583,0.761127474986
0.757888129864,0.761259550125
0.757583009781,0.763007832943
0.758570798622,0.756141788945
0.758070664835,0.761733456524
0.757175826202,0.761110192822
0.757301079611,0.761374224099
0.759859898739,0.755335327483
0.756810031448,0.758398622888
0.758597122737,0.762636258721
0.756954601268,0.756489539408
0.761562071478,0.756125524879
0.758149208763,0.758765382587
0.759957155171,0.756484665062
0.756905103989,0.763453121203
0.761344256926,0.760268244796
0.759329986871,0.760840568333
0.757695237849,0.757635709473
0.75827484626,0.756871151081
0.759985546778,0.759405339674
0.763128839004,0.756472402988
0.7552982292,0.762826331942
0.758997335238,0.756125524879
0.755691731076,0.760581680642
0.758238497215,0.757563995682
0.757696659225,0.754528538823
0.756454044422,0.760532820854
0.758754746268,0.761943799121
0.761970147468,0.758194429212
0.756844999707,0.760361041658
0.757211977299,0.762318512914
0.759301615761,0.7612601345
0.757427120058,0.758966382912
0.761358272412,0.762136589451
0.761328207812,0.756231708397
0.760556987313,0.75619483193
0.756021513116,0.762128902059
0.761218165105,0.761981825983
0.760682367413,0.761950059613
0.763232934482,0.76173683091
0.758826878157,0.755928917108
0.762423925953,0.759275865753
0.758050410383,0.757851986884
0.762826923059,0.759974853628
0.758293686448,0.761334200309
0.754426169907,0.759853849197
0.760810146417,0.75564868291
0.759132182021,0.761909281028
0.758796531401,0.759517766205
0.759855847035,0.760382598439
0.76156387115,0.757274497811
0.760056548229,0.757317480957
0.755770557609,0.759977503205
0.755917081128,0.763267991456
0.761609828525,0.760808182508
0.758298103759,0.763390013621
0.760284672866,0.76227858027
0.756152025685,0.761104972493
0.75487002615,0.757479835546
0.760601295931,0.760220926723
0.76251258334,0.754651652868
0.757684392921,0.757950432464
0.757040514427,0.756951460035
0.756350394989,0.755548719003
0.75916952941,0.755473949768
0.755886650626,0.754914994633
0.757023338959,0.757376572812
0.762447630352,0.76290869943
0.757658368229,0.758484507309
0.756747493737,0.762297679924
0.759536199515,0.757030407304
0.756159233874,0.755126899169
0.76061955727,0.763835212126
