iterate,x,y,value,best
1,-1.7138930598216273,-0.10087016895167755,-2.211009305715741,-2.211009305715741
2,-0.7430193617742877,-0.17733665932179088,-1.6342689938476613,-1.6342689938476613
3,-1.272144971542743,0.3459716581981829,-1.524627771253525,-1.524627771253525
4,-0.7709491229958192,0.4480792502849009,-0.7182754241400858,-0.7182754241400858
5,1.3876196674070203,0.04102598541984892,-2.345985505513875,-0.7182754241400858
6,-1.8773443562809988,0.6060288854474232,-0.5381033891756495,-0.5381033891756495
7,0.006547957206771038,0.19911215776386948,0.15082021778527818,0.15082021778527818
8,1.1052084328726037,0.5504854464973223,-2.1237653280927784,0.15082021778527818
9,-0.21261862232175943,-0.7163076357899114,0.6704477128154727,0.6704477128154727
10,1.616346437713284,0.651376867243932,-2.1365118671368317,0.6704477128154727
11,1.827972803931754,-0.015178168837494788,-2.3261514958254432,0.6704477128154727
12,-1.7030791155542508,0.6529734208597138,0.02160551557839896,0.6704477128154727
13,0.39497968565557073,0.5105905055189928,-0.004915769432185191,0.6704477128154727
14,-1.2483363697216245,0.8297527853927478,-0.5014094892652589,0.6704477128154727
15,0.6399166929405853,0.5315938313104067,-0.8379646925466346,0.6704477128154727
16,1.485835211376478,0.4348647268460397,-2.215011245148493,0.6704477128154727
17,1.285516229211173,-0.7849410070850538,-0.42448505938326675,0.6704477128154727
18,1.2196210161633725,-0.1811098807882221,-2.052746449435072,0.6704477128154727
19,-1.855591152273535,-0.2601614929090934,-2.7134499976612307,0.6704477128154727
20,0.5923205359970165,-0.03989463018069661,-1.1292915141921631,0.6704477128154727
21,1.4796891671302403,-0.6130921648544512,-0.34398727401857154,0.6704477128154727
22,1.9442682544831387,-0.5559195954962619,-1.183171970384152,0.6704477128154727
23,-1.4351637765374181,-0.608582335513157,-2.1831317186032297,0.6704477128154727
24,-0.8663540984105484,0.9047939522364767,-0.5824635579096473,0.6704477128154727
25,-1.0401528446469417,0.42548541769199577,-1.2560468885797307,0.6704477128154727
26,0.17440504792391298,-0.8343940676190658,0.8717887086614672,0.8717887086614672
27,-0.10601808946156988,0.8486137485469492,0.8514180927259924,0.8717887086614672
28,-0.26107172823464264,0.7909015393356378,0.8804720543820769,0.8804720543820769
29,-1.0880409005012068,0.22425601578949905,-1.9102504398468625,0.8804720543820769
30,-0.9202490234418663,-0.7692137600743532,-1.8253214310498007,0.8804720543820769
31,0.5093850918162586,-0.19350233873884726,-0.6595986583123727,0.8804720543820769
32,1.8133187852163304,0.7086518912617448,-2.5829683546904882,0.8804720543820769
33,-0.6093306700595829,-0.035210045283474045,-1.2292092978208309,0.8804720543820769
34,1.6731851513048666,0.3629458827746088,-2.2030650365202082,0.8804720543820769
35,0.29828569201655686,0.5883287064306215,0.3902991899827929,0.8804720543820769
36,-1.6528068619302525,0.4379164598562959,-0.7072573483711512,0.8804720543820769
37,-0.4124128931753459,-0.6710464945211596,0.09214535255513034,0.8804720543820769
38,-0.21464928860120924,0.6018779661250637,0.873428334373356,0.8804720543820769
39,-1.326560672216483,0.32670550981403723,-1.5375984285188355,0.8804720543820769
40,-1.0944619246728573,0.9743355462646588,-1.0923503500940543,0.8804720543820769
41,0.12397334559753004,-0.38959388604957845,0.5022973306931603,0.8804720543820769
42,-0.17484208589490846,-0.7858675648504574,0.6869636134068743,0.8804720543820769
43,0.7089110527226801,0.1471365231906152,-1.5417340474304602,0.8804720543820769
44,-1.3179230135731674,-0.445256690882486,-2.3099257003517346,0.8804720543820769
45,-1.6227833984261264,-0.7044526835834637,-2.2011198720214034,0.8804720543820769
46,0.469514954622102,-0.06921243853588965,-0.7317311788288419,0.8804720543820769
47,-1.8378654767878153,0.5283714488054962,-0.6214692706545607,0.8804720543820769
48,-0.43402060650515395,0.7794845537466593,0.6107988515172267,0.8804720543820769
49,-0.9461454264769653,0.08689464281359038,-2.02482948250714,0.8804720543820769
50,1.0956038766225595,-0.9388565545888832,-0.9055455365066747,0.8804720543820769
51,1.4637542902517744,0.8903370139820168,-2.8544970924708273,0.8804720543820769
52,-1.9495507254867492,-0.9805623136593702,-4.932116754513541,0.8804720543820769
53,-0.04417259577207311,0.33589293719186797,0.40741956504087395,0.8804720543820769
54,-1.896251137468497,-0.22739626556775416,-2.9633001362511546,0.8804720543820769
55,0.22114404914290153,0.05897051847582935,-0.18981450912703196,0.8804720543820769
56,1.3669517232614758,-0.9004909955801133,-0.472426953829844,0.8804720543820769
57,1.7048948181898447,0.7709965879000409,-2.420376098368708,0.8804720543820769
58,0.5363196748576993,-0.42349473152658246,-0.1688849259166283,0.8804720543820769
59,-0.7667390123534705,0.04679000436311931,-1.6488808474082746,0.8804720543820769
60,-1.688016044530853,0.8589017470961691,0.16477805644093868,0.8804720543820769
61,0.29440436869175235,0.48069512130975234,0.23804634942477243,0.8804720543820769
62,0.23319814934827265,0.440141049004787,0.31077160594989245,0.8804720543820769
63,-1.7186212483729157,-0.5812954473470016,-2.187489811024962,0.8804720543820769
64,-1.2585527085813557,0.9519438254245389,-0.8536831301845214,0.8804720543820769
65,-0.13871628666816305,0.9269513468663257,0.5361795323888165,0.8804720543820769
66,1.4824067957882838,0.014323767985241487,-2.2067351132302266,0.8804720543820769
67,0.1584066838443654,0.6661441958649783,0.7827674700695333,0.8804720543820769
68,1.3403495083646333,-0.5025396224837815,-0.9124596602459683,0.8804720543820769
69,-0.7732688419230453,-0.9363963815767302,-2.0043261237322927,0.8804720543820769
70,0.5940913698792301,0.624965926596601,-0.584012636112848,0.8804720543820769
71,0.4862534052681293,-0.543493802672578,0.26403225233320315,0.8804720543820769
72,1.6367646794714168,0.488915519701016,-2.1259551275313315,0.8804720543820769
73,1.725244474427221,-0.21212905412674776,-1.5532115376343307,0.8804720543820769
74,1.4972602596363709,-0.44711635295483365,-0.8595761739391761,0.8804720543820769
75,-1.1311897797741892,0.888936608517628,-0.709630437540302,0.8804720543820769
76,0.2828001568195644,-0.5011114282217835,0.5872924512076281,0.8804720543820769
77,0.3078477757280611,-0.05040758345908247,-0.3348480583526724,0.8804720543820769
78,-1.8732898917667264,0.9453197015206631,-0.42998747137265103,0.8804720543820769
79,1.5828770717769904,0.7990692105858355,-2.4235407211253657,0.8804720543820769
80,1.0477934129437276,0.38144190995453653,-2.20376523163493,0.8804720543820769
81,-0.4010035621317387,0.9036556075988884,0.3711435549471295,0.8804720543820769
82,1.7665827276137334,-0.14181190298545876,-1.8327029846130738,0.8804720543820769
83,1.4272761533775071,-0.2349229609285708,-1.7078271392026736,0.8804720543820769
84,1.89890936506468,-0.5581399796163531,-0.8290692390640363,0.8804720543820769
85,0.43314611182329577,0.7845939581319399,-0.07203026396618573,0.8804720543820769
86,-1.2156522610357312,-0.06338199793212462,-2.461856323173026,0.8804720543820769
87,-1.4928251266476518,-0.45138887523846605,-2.198908068518564,0.8804720543820769
88,-1.913535776663692,0.49632421504120905,-1.162796694612037,0.8804720543820769
89,-0.12431498740949332,0.6421381632764676,0.9877747457752667,0.9877747457752667
90,1.413525231864663,-0.46958015092009076,-0.9161501227633316,0.9877747457752667
91,0.5074467215886442,0.8470791648005045,-0.5156022205951003,0.9877747457752667
92,-1.8338698711389192,0.8351332969918168,-0.004245899436961631,0.9877747457752667
93,1.0398826215180397,-0.027171067596078347,-2.260111255446781,0.9877747457752667
94,0.5843815960885528,0.9663929982005799,-1.4522464101294204,0.9877747457752667
95,0.9538687597607662,-0.8374557902138269,-0.5153608068821929,0.9877747457752667
96,1.804316727474601,0.3520172843987619,-2.467473247785763,0.9877747457752667
97,1.879503013181313,-0.759008690479215,-0.21518589486092532,0.9877747457752667
98,-1.8983381582220478,0.9717422572497163,-0.6876600810476267,0.9877747457752667
99,-0.4290773280582507,0.17033616632293946,-0.4815512833762926,0.9877747457752667
100,-1.6337819099288895,-0.48550931592766866,-2.1266892186968893,0.9877747457752667
